271.46, 314.95
272.10, 297.72
273.06, 457.04
272.50, 285.26
273.23, 272.72
274.11, 470.09
274.56, 259.46
274.91, 558.78
275.21, 246.87
273.89, 887.44
273.46, 396.27
274.29, 363.79
275.40, 439.54
274.56, 428.04
274.14, 413.91
274.15, 381.38
277.34, 236.77
276.46, 223.68
275.03, 348.29
275.46, 338.52
278.00, 213.53
277.72, 199.45
278.03, 872.97
278.06, 860.71
276.75, 321.26
276.75, 310.69
277.19, 298.94
280.09, 457.33
281.59, 445.70
277.19, 287.77
278.48, 271.62
282.39, 851.02
278.38, 468.28
282.60, 558.81
280.20, 255.46
281.49, 240.19
282.13, 227.93
283.64, 213.36
283.36, 201.21
282.87, 864.70
285.14, 196.12
286.50, 451.88
287.24, 440.58
288.43, 839.40
286.71, 853.59
289.50, 431.91
290.29, 557.93
293.01, 826.98
293.35, 423.34
292.70, 839.44
297.50, 815.08
297.97, 557.73
299.45, 412.70
296.98, 826.35
301.62, 804.55
304.89, 401.41
305.86, 793.11
305.66, 557.73
305.53, 804.69
309.35, 782.45
309.94, 391.01
313.74, 770.94
313.34, 557.73
314.51, 380.79
317.29, 759.05
317.50, 771.79
321.32, 748.11
321.03, 557.73
318.56, 378.84
320.92, 760.71
325.53, 737.00
325.20, 747.79
329.02, 725.52
328.72, 558.58
333.23, 714.26
332.90, 726.64
336.75, 704.09
336.40, 558.91
340.17, 693.49
342.39, 682.90
344.09, 558.94
347.61, 671.53
346.16, 684.76
351.29, 660.46
351.77, 558.87
356.40, 648.70
355.56, 661.43
359.46, 559.00
361.41, 638.08
360.26, 650.12
365.90, 626.77
367.14, 559.59
371.76, 612.26
370.53, 626.37
374.83, 560.64
376.27, 600.87
375.66, 612.66
380.33, 591.31
382.52, 561.94
384.02, 580.31
390.15, 563.69
389.34, 578.12
395.11, 563.02
592.23, 798.19
597.69, 479.47
598.85, 464.26
598.50, 164.94
599.06, 149.09
599.30, 801.58
599.49, 450.30
600.66, 491.03
600.72, 434.21
600.36, 419.70
600.36, 408.96
600.37, 398.51
600.66, 233.10
600.12, 216.92
600.41, 197.61
600.48, 184.44
601.10, 175.22
601.23, 388.50
601.93, 206.61
602.63, 374.88
602.34, 276.33
602.35, 255.11
603.01, 242.54
602.77, 360.62
603.17, 318.57
603.09, 298.04
604.15, 348.52
603.82, 336.93
603.82, 330.66
605.04, 288.13
605.66, 484.51
603.75, 468.53
604.12, 163.22
606.14, 148.53
606.98, 807.55
604.18, 456.39
604.61, 444.24
607.68, 141.60
608.65, 490.43
605.05, 431.27
605.48, 419.96
605.49, 409.39
605.79, 231.96
605.59, 219.52
605.60, 188.13
604.75, 177.91
605.92, 398.22
606.35, 384.86
606.16, 204.88
606.79, 372.37
607.44, 269.86
607.27, 257.03
607.28, 246.26
608.27, 313.86
607.68, 301.03
608.07, 361.21
608.08, 350.64
608.51, 339.47
608.52, 329.63
608.54, 284.25
614.67, 812.84
615.02, 143.38
615.69, 489.22
622.35, 817.83
622.71, 143.51
623.38, 489.48
628.78, 663.60
630.03, 822.47
630.39, 144.57
631.06, 490.43
634.55, 674.78
636.59, 658.53
637.72, 826.61
638.08, 145.76
638.75, 491.41
640.73, 686.03
640.36, 665.60
643.94, 655.48
645.40, 830.53
645.76, 146.97
646.43, 493.73
647.36, 696.27
645.48, 684.34
651.47, 653.95
653.08, 834.80
653.53, 707.32
653.45, 147.36
654.12, 495.55
651.88, 696.38
658.40, 719.59
659.16, 651.98
660.77, 838.75
657.42, 706.08
661.13, 147.36
661.80, 496.66
664.19, 728.83
662.97, 717.24
666.85, 649.74
668.45, 843.16
668.82, 146.51
669.54, 739.94
669.49, 498.46
671.07, 732.51
674.53, 648.22
675.60, 750.36
676.29, 847.84
676.51, 146.32
677.17, 498.98
681.46, 760.68
682.22, 646.74
680.03, 748.96
683.82, 850.89
684.19, 146.48
684.86, 498.98
687.65, 772.06
686.00, 760.13
689.91, 646.54
691.30, 854.85
691.88, 147.16
692.55, 499.01
693.65, 782.14
691.98, 770.70
697.59, 645.83
698.67, 795.08
699.19, 859.41
699.56, 147.78
699.86, 499.35
697.95, 782.16
705.60, 804.60
705.28, 645.73
703.92, 793.91
707.10, 862.94
707.25, 148.73
707.70, 499.57
712.67, 816.01
712.96, 644.68
714.56, 866.20
714.93, 149.22
715.60, 498.88
719.75, 827.24
720.65, 644.42
722.24, 869.89
722.62, 149.69
723.29, 498.98
726.71, 836.78
728.34, 643.15
729.92, 873.55
730.31, 149.71
730.97, 499.18
733.07, 848.94
732.08, 836.21
736.02, 641.71
737.66, 875.90
737.99, 148.93
738.66, 499.93
740.50, 863.73
740.18, 852.56
743.71, 640.70
745.90, 880.14
745.68, 148.24
746.35, 500.65
748.50, 868.86
744.73, 858.24
751.40, 639.88
753.49, 884.48
753.36, 147.20
754.03, 501.30
752.13, 871.16
759.08, 639.07
758.95, 887.42
761.05, 146.38
761.72, 501.30
766.77, 638.20
768.74, 145.96
769.40, 501.43
774.46, 636.72
776.42, 146.18
777.09, 501.89
782.14, 635.40
784.11, 146.67
784.77, 501.20
789.83, 634.32
791.79, 148.47
792.46, 501.20
797.14, 632.17
799.48, 149.22
800.15, 500.94
803.49, 634.06
807.16, 150.95
807.83, 500.87
814.85, 151.93
815.52, 500.87
822.53, 151.77
823.20, 500.38
830.22, 151.18
830.89, 500.58
837.91, 151.15
838.58, 499.57
845.59, 151.11
846.26, 499.57
853.28, 151.41
853.31, 500.25
857.16, 491.78
857.45, 478.71
859.63, 467.76
860.29, 457.06
860.81, 445.09
860.96, 151.41
861.59, 433.10
862.53, 420.74
862.97, 400.48
863.15, 386.36
863.56, 411.06
865.37, 375.88
864.78, 364.44
866.32, 353.57
865.65, 342.01
866.85, 330.48
866.78, 317.84
864.22, 459.91
867.67, 301.77
865.08, 447.15
868.89, 287.24
868.78, 152.36
869.78, 274.92
867.24, 396.75
870.44, 263.00
871.38, 245.72
870.86, 230.01
872.09, 215.43
872.04, 200.43
871.84, 183.82
869.82, 367.09
873.07, 168.62
870.25, 354.16
871.12, 323.02
874.86, 151.37
874.57, 258.99
875.44, 238.86
875.87, 226.28
876.73, 209.05
877.17, 196.12
876.74, 187.75
877.18, 176.34
877.18, 164.98
